CustomerID,TotalOrders,TotalSpend,AvgOrderValue,StdOrderValue,AvgQuantity,AvgUnitPrice,AvgItemsInCart,AvgCartFillRatio,AvgPricePerUnit,AvgItemValue,CouponUsageRate,WeekendOrderRate,HighValueOrderRate,FraudProxyRate,UniqueProducts,UniquePaymentMethods,AvgOrderMonth,AvgOrderDayOfWeek,RecencyDays,TenureDays,IsRepeatCustomer,TopProduct_Chair,TopProduct_Desk,TopProduct_Laptop,TopProduct_Other,TopProduct_Printer,TopProduct_Tablet,TopPayment_Cash,TopPayment_Credit Card,TopPayment_Debit Card,TopPayment_Gift Card,TopPayment_Online,TopReferral_Email,TopReferral_Facebook,TopReferral_Google,TopReferral_Instagram,TopReferral_Referral,Cluster
C13324,1,1199.48,1199.48,0.0,2.0,599.74,2.0,1.0,599.74,599.74,0.0,1.0,0.0,0.0,1,1,3.0,5.0,108,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0
C13366,1,2714.2,2714.2,0.0,4.0,678.55,5.0,0.8,678.55,542.84,0.0,0.0,1.0,0.0,1,1,7.0,3.0,726,0,0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0
C13501,1,427.6,427.6,0.0,5.0,85.52,5.0,1.0,85.52,85.52,0.0,0.0,0.0,1.0,1,1,8.0,2.0,678,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1
C13525,1,212.79,212.79,0.0,3.0,70.93,5.0,0.6,70.93,42.558,0.0,0.0,0.0,1.0,1,1,6.0,3.0,383,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,1
C13540,1,1239.64,1239.64,0.0,4.0,309.91,5.0,0.8,309.91,247.928,1.0,1.0,0.0,0.0,1,1,6.0,6.0,758,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,1
C13877,1,3330.4075,3330.4075,0.0,5.0,676.98,5.0,1.0,666.082,666.082,0.0,1.0,1.0,1.0,1,1,11.0,6.0,583,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0
C13923,1,118.8,118.8,0.0,1.0,118.8,6.0,0.167,118.8,19.8,1.0,1.0,0.0,0.0,1,1,10.0,6.0,632,0,0,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,1
C14005,1,80.46,80.46,0.0,2.0,40.23,4.0,0.5,40.23,20.115,1.0,0.0,0.0,1.0,1,1,1.0,0.0,547,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1
C14017,1,1248.32,1248.32,0.0,2.0,624.16,2.0,1.0,624.16,624.16,1.0,0.0,0.0,0.0,1,1,5.0,1.0,784,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0
C14080,1,283.69,283.69,0.0,1.0,283.69,6.0,0.167,283.69,47.282,0.0,0.0,0.0,0.0,1,1,6.0,3.0,369,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1
C14114,1,1704.06,1704.06,0.0,3.0,568.02,3.0,1.0,568.02,568.02,1.0,0.0,0.0,0.0,1,1,9.0,4.0,277,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
C14240,1,491.11,491.11,0.0,1.0,491.11,4.0,0.25,491.11,122.778,1.0,0.0,0.0,0.0,1,1,5.0,2.0,790,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1
C14427,1,533.9,533.9,0.0,2.0,266.95,3.0,0.667,266.95,177.967,0.0,0.0,0.0,0.0,1,1,7.0,1.0,343,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,1
C14455,1,164.85,164.85,0.0,3.0,54.95,8.0,0.375,54.95,20.606,1.0,1.0,0.0,1.0,1,1,12.0,5.0,570,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1
C14457,1,395.4,395.4,0.0,5.0,79.08,8.0,0.625,79.08,49.425,0.0,0.0,0.0,0.0,1,1,5.0,2.0,398,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1
C14552,1,1120.0,1120.0,0.0,5.0,224.0,9.0,0.556,224.0,124.444,1.0,0.0,0.0,1.0,1,1,1.0,0.0,890,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,1
C14553,1,440.1899999999999,440.1899999999999,0.0,3.0,146.73,8.0,0.375,146.73,55.024,1.0,0.0,0.0,0.0,1,1,9.0,0.0,295,0,0,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,1
C14568,1,885.32,885.32,0.0,4.0,221.33,5.0,0.8,221.33,177.064,0.0,1.0,0.0,0.0,1,1,2.0,5.0,871,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,1
C14576,1,2156.8,2156.8,0.0,4.0,539.2,8.0,0.5,539.2,269.6,1.0,0.0,0.0,0.0,1,1,4.0,3.0,439,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
C14600,1,441.8,441.8,0.0,2.0,220.9,4.0,0.5,220.9,110.45,0.0,0.0,0.0,0.0,1,1,7.0,3.0,712,0,0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1
C14683,1,1069.34,1069.34,0.0,2.0,534.67,7.0,0.286,534.67,152.763,1.0,0.0,0.0,0.0,1,1,6.0,2.0,20,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
C14737,1,581.64,581.64,0.0,4.0,145.41,7.0,0.571,145.41,83.091,1.0,1.0,0.0,1.0,1,1,1.0,5.0,899,0,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1
C14837,1,183.18,183.18,0.0,1.0,183.18,6.0,0.167,183.18,30.53,1.0,1.0,0.0,1.0,1,1,4.0,5.0,822,0,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,1
C14847,2,1097.81,548.905,325.4034696342373,2.5,256.78,4.0,0.5665,256.78,131.035,0.5,0.5,0.0,0.0,2,2,6.5,4.5,194,718,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1
C14891,1,1654.96,1654.96,0.0,4.0,413.74,7.0,0.571,413.74,236.423,1.0,1.0,0.0,1.0,1,1,3.0,5.0,465,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0
C14983,1,17.24,17.24,0.0,1.0,17.24,2.0,0.5,17.24,8.62,1.0,0.0,0.0,0.0,1,1,7.0,2.0,720,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1
C15017,1,675.57,675.57,0.0,1.0,675.57,1.0,1.0,675.57,675.57,1.0,0.0,0.0,0.0,1,1,5.0,4.0,60,0,0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,0
C15063,1,426.1,426.1,0.0,5.0,85.22,7.0,0.714,85.22,60.871,1.0,0.0,0.0,1.0,1,1,4.0,0.0,428,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1
C15146,1,190.55,190.55,0.0,5.0,38.11,6.0,0.833,38.11,31.758,1.0,0.0,0.0,1.0,1,1,8.0,3.0,684,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
C15228,1,1422.42,1422.42,0.0,3.0,474.14,8.0,0.375,474.14,177.802,1.0,0.0,0.0,0.0,1,1,2.0,0.0,498,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0
C15257,1,580.2,580.2,0.0,4.0,145.05,6.0,0.667,145.05,96.7,1.0,0.0,0.0,0.0,1,1,3.0,4.0,102,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
C15283,1,381.02,381.02,0.0,1.0,381.02,6.0,0.167,381.02,63.503,0.0,1.0,0.0,0.0,1,1,11.0,5.0,584,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,1
C15624,1,3097.6,3097.6,0.0,5.0,619.52,9.0,0.556,619.52,344.178,0.0,0.0,1.0,0.0,1,1,1.0,1.0,161,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,0
C15629,1,912.45,912.45,0.0,3.0,304.15,3.0,1.0,304.15,304.15,1.0,1.0,0.0,0.0,1,1,4.0,6.0,807,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,1
C15681,1,2161.64,2161.64,0.0,4.0,540.41,6.0,0.667,540.41,360.273,0.0,0.0,0.0,1.0,1,1,8.0,1.0,679,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0
C15849,1,525.43,525.43,0.0,1.0,525.43,2.0,0.5,525.43,262.715,1.0,0.0,0.0,1.0,1,1,12.0,0.0,190,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1
C15924,1,245.89,245.89,0.0,1.0,245.89,3.0,0.333,245.89,81.963,1.0,0.0,0.0,0.0,1,1,12.0,3.0,194,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,1
C16012,1,630.82,630.82,0.0,1.0,630.82,5.0,0.2,630.82,126.164,1.0,0.0,0.0,0.0,1,1,3.0,4.0,95,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,1
C16253,1,399.4,399.4,0.0,2.0,199.7,4.0,0.5,199.7,99.85,0.0,0.0,0.0,0.0,1,1,6.0,0.0,8,0,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1
C16400,1,628.4399999999999,628.4399999999999,0.0,3.0,209.48,4.0,0.75,209.48,157.11,0.0,0.0,0.0,0.0,1,1,10.0,1.0,266,0,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,1
C16429,1,679.65,679.65,0.0,1.0,679.65,6.0,0.167,679.65,113.275,1.0,0.0,0.0,0.0,1,1,3.0,1.0,462,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1
C16612,1,600.54,600.54,0.0,1.0,600.54,4.0,0.25,600.54,150.135,1.0,0.0,0.0,0.0,1,1,3.0,2.0,104,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1
C16675,1,857.4,857.4,0.0,4.0,214.35,7.0,0.571,214.35,122.486,1.0,0.0,0.0,1.0,1,1,6.0,0.0,22,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1
C16693,1,949.72,949.72,0.0,4.0,237.43,8.0,0.5,237.43,118.715,1.0,0.0,0.0,1.0,1,1,2.0,2.0,146,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,1
C16702,1,1390.17,1390.17,0.0,3.0,463.39,3.0,1.0,463.39,463.39,0.0,1.0,0.0,1.0,1,1,8.0,6.0,674,0,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0
C16758,1,188.31,188.31,0.0,3.0,62.77,6.0,0.5,62.77,31.385,1.0,0.0,0.0,0.0,1,1,11.0,4.0,242,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,1
C16775,1,3330.4075,3330.4075,0.0,5.0,670.75,8.0,0.625,666.082,416.301,1.0,0.0,1.0,0.0,1,1,3.0,0.0,827,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0
C16776,1,320.0,320.0,0.0,2.0,160.0,4.0,0.5,160.0,80.0,1.0,0.0,0.0,0.0,1,1,9.0,0.0,666,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1
C16790,1,258.96,258.96,0.0,4.0,64.74,8.0,0.5,64.74,32.37,1.0,1.0,0.0,1.0,1,1,4.0,5.0,815,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1
C17075,1,1259.04,1259.04,0.0,4.0,314.76,8.0,0.5,314.76,157.38,0.0,0.0,0.0,0.0,1,1,7.0,3.0,341,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1
C17103,1,1278.36,1278.36,0.0,3.0,426.12,5.0,0.6,426.12,255.672,1.0,0.0,0.0,0.0,1,1,1.0,4.0,543,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0
C17132,1,386.03,386.03,0.0,1.0,386.03,4.0,0.25,386.03,96.508,1.0,1.0,0.0,0.0,1,1,12.0,5.0,206,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
C17136,1,641.96,641.96,0.0,4.0,160.49,8.0,0.5,160.49,80.245,1.0,0.0,0.0,0.0,1,1,7.0,2.0,706,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
C17181,1,2276.65,2276.65,0.0,5.0,455.33,8.0,0.625,455.33,284.581,1.0,0.0,0.0,1.0,1,1,2.0,1.0,126,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0
C17269,1,1733.8,1733.8,0.0,4.0,433.45,4.0,1.0,433.45,433.45,0.0,0.0,0.0,1.0,1,1,5.0,2.0,790,0,0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
C17302,1,359.99,359.99,0.0,1.0,359.99,5.0,0.2,359.99,71.998,1.0,0.0,0.0,1.0,1,1,7.0,1.0,707,0,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1
C17388,1,317.25,317.25,0.0,1.0,317.25,1.0,1.0,317.25,317.25,1.0,1.0,0.0,1.0,1,1,2.0,5.0,507,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1
C17389,1,522.08,522.08,0.0,1.0,522.08,5.0,0.2,522.08,104.416,1.0,1.0,0.0,1.0,1,1,11.0,6.0,233,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,1
C17470,1,461.9,461.9,0.0,2.0,230.95,3.0,0.667,230.95,153.967,1.0,0.0,0.0,0.0,1,1,10.0,2.0,244,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,1
C17551,1,518.39,518.39,0.0,1.0,518.39,4.0,0.25,518.39,129.598,1.0,1.0,0.0,0.0,1,1,4.0,6.0,79,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
C17591,1,479.76,479.76,0.0,1.0,479.76,1.0,1.0,479.76,479.76,0.0,0.0,0.0,0.0,1,1,9.0,4.0,641,0,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1
C17921,1,1210.6,1210.6,0.0,4.0,302.65,8.0,0.5,302.65,151.325,1.0,0.0,0.0,1.0,1,1,2.0,0.0,862,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
C17966,1,185.74,185.74,0.0,2.0,92.87,5.0,0.4,92.87,37.148,1.0,0.0,0.0,0.0,1,1,10.0,1.0,623,0,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,1
C18037,1,140.68,140.68,0.0,2.0,70.34,3.0,0.667,70.34,46.893,1.0,0.0,0.0,1.0,1,1,3.0,2.0,846,0,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1
C18076,1,1766.22,1766.22,0.0,3.0,588.74,8.0,0.375,588.74,220.778,1.0,0.0,0.0,0.0,1,1,12.0,4.0,578,0,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,0
C18104,1,635.9000000000001,635.9000000000001,0.0,5.0,127.18,9.0,0.556,127.18,70.656,1.0,0.0,0.0,1.0,1,1,11.0,4.0,228,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1
C18105,1,2332.08,2332.08,0.0,4.0,583.02,4.0,1.0,583.02,583.02,1.0,0.0,0.0,0.0,1,1,10.0,4.0,249,0,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,0
C18138,1,1618.38,1618.38,0.0,3.0,539.46,4.0,0.75,539.46,404.595,1.0,0.0,0.0,0.0,1,1,4.0,3.0,817,0,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,0
